361,128,0.233825
257,106,0.200372
255,106,0.230064
250,106,0.220668
281,106,0.210493
259,124,0.239083
302,127,0.265686
266,107,0.238421
266,106,0.212398
260,106,0.197126
264,106,0.223548
276,106,0.233186
500,203,0.230208
260,106,0.224046
265,105,0.184308
271,107,0.228082
270,106,0.202394
271,107,0.211912
337,156,0.253786
261,107,0.209668
249,106,0.211345
260,105,0.211595
262,105,0.217447
265,106,0.278764
290,122,0.228298
255,107,0.236978
264,106,0.223321
257,107,0.228590
263,106,0.221018
245,122,0.231619
264,106,0.213208
286,122,0.218364
272,105,0.210704
253,106,0.197446
288,137,0.238936
272,107,0.291024
259,106,0.216813
280,106,0.215924
353,143,0.265892
309,145,0.236937
260,106,0.214552
280,137,0.263028
261,105,0.218509
271,106,0.237788
289,123,0.218716
271,106,0.193499
308,127,0.224126
260,106,0.207753
264,127,0.250540
265,106,0.241858
307,126,0.249506
305,123,0.213012
263,106,0.230074
309,127,0.222006
270,106,0.207016
296,124,0.211242
431,173,0.260375
271,106,0.213385
294,122,0.220099
263,106,0.210113
284,105,0.215237
258,127,0.229993
232,105,0.221866
243,107,0.224660
273,106,0.204598
235,106,0.220503
270,106,0.195391
270,106,0.216531
264,107,0.243029
283,137,0.227427
269,107,0.239671
301,122,0.242579
274,106,0.228575
269,107,0.241356
244,105,0.218365
273,105,0.197874
263,107,0.232429
277,106,0.195425
300,127,0.256063
297,127,0.250050
259,106,0.206193
265,107,0.242607
291,105,0.191320
256,107,0.223848
266,106,0.224150
278,105,0.220969
273,106,0.232899
261,106,0.228369
264,106,0.200776
290,123,0.248489
273,107,0.201837
563,210,0.233236
360,107,0.220325
301,127,0.282590
254,124,0.245071
263,106,0.232163
272,106,0.214244
251,106,0.197504
260,106,0.197757
265,128,0.273701
