1565,70,1.273118
1749,68,1.054118
1813,71,0.490654
1951,72,1.192026
1777,68,1.669240
1923,71,0.844155
1723,71,1.564219
1514,69,1.978062
1619,70,0.941519
1718,71,0.664386
1657,73,1.324529
1883,72,1.014514
1790,74,0.784250
1648,74,1.654640
1882,73,0.513134
1923,75,0.499893
1710,71,2.066912
1633,73,0.629377
1837,72,0.747365
1883,72,0.643874
1468,70,1.614538
1638,72,1.052844
1736,71,2.671510
1620,70,1.125644
1658,68,0.772002
1983,78,1.563164
2326,95,1.299190
1778,73,1.023407
1920,70,1.578384
1673,71,0.773950
2192,74,1.504303
1664,70,0.760344
1810,73,0.989770
1746,69,0.921293
1726,74,0.662529
1986,75,0.568752
1874,73,0.920737
1848,71,0.790215
1763,67,1.212640
1571,69,1.484475
1530,72,1.195361
2350,92,1.329483
2870,107,0.649629
2201,106,1.146399
1587,71,0.565730
1615,71,1.050752
1825,73,0.620852
1805,74,0.510726
1458,68,1.083131
1980,73,0.659585
1689,74,1.137314
1804,71,0.959284
1739,73,0.548540
1819,71,0.870110
1588,72,0.742161
1860,73,1.031715
1830,74,1.701997
1503,68,1.408190
1877,72,1.166828
1694,70,1.022636
2026,71,1.081989
1686,71,1.081004
1801,70,0.840221
1594,70,0.655152
1573,72,2.242953
1568,71,1.019540
1793,70,0.734603
1455,69,1.464730
1565,71,0.912561
1774,72,0.900627
1560,70,1.236449
1812,68,0.705908
2302,117,1.504835
1852,71,1.103162
1803,72,0.940291
1810,71,1.153618
1712,74,1.109180
2044,80,0.929633
1886,75,2.581706
1872,73,0.718263
1631,72,1.223415
1468,69,0.824686
1817,70,0.826096
1558,67,0.949806
1760,68,0.977896
1641,71,0.711543
1793,72,0.745655
1782,71,0.395623
2199,84,0.755369
1826,71,1.039801
1713,70,0.915336
1643,73,1.526873
1623,69,1.366751
1717,76,1.083787
1792,71,0.863379
1662,72,4.964504
1767,69,0.883087
1777,71,1.817333
1739,77,0.839873
1556,69,0.810700
